na,nb,road_length,road_width
68089,57117,157.938859,30
3701,233299,285.050522,60
233302,71589,1144.573186,32
198872,70062,269.923949,30
233303,90502,108.436854,25
233304,150189,66.286586,30
393,23943,273.700671,50
63687,78346,41.059055,24
22051,75301,555.812172,30
197486,175175,248.389712,32
118608,34462,66.350443,48
233389,233390,357.789496,0
151328,220650,378.341107,30
68964,232774,218.915444,20
167136,28686,119.634902,24
83634,152852,998.148918,40
3650,169527,771.327219,34
90970,8418,257.854651,30
233401,3358,1074.176069,26
208768,15889,254.348001,30
233406,64092,1075.670756,20
233408,53165,257.908783,44
15721,80104,464.977894,30
233447,68992,591.283608,16
233452,141953,587.583808,18
233462,73700,1150.708953,36
177153,174870,207.591011,70
56534,196315,599.831549,30
58755,142754,616.035366,30
111274,173729,278.503496,30
172338,63538,236.644833,40
142438,51642,471.462623,28
233463,106851,249.303466,34
233464,220022,130.938077,30
82373,233465,290.380671,30
57712,9809,27.333473,38
198336,89766,398.859902,68
233467,179842,323.037043,40
30800,200926,577.537005,32
13473,119563,610.926770,30
89780,81122,195.676014,34
71642,170027,557.377719,30
141339,233468,356.747533,42
233473,233474,160.165211,18
233475,53954,240.473829,30
233476,18537,256.387613,56
53070,42744,25.997968,25
233478,90022,77.139350,38
233479,201922,152.858057,24
19685,182077,283.920479,42
34260,178365,158.494294,54
131261,46663,250.462909,44
13461,158703,262.839233,32
92655,80600,213.054460,40
107292,233480,688.402039,48
233481,30160,29.989184,30
33393,94481,252.138221,50
206304,89658,928.690469,34
233483,125835,126.931930,10
19391,19981,256.198326,36
16810,60457,764.616992,30
78420,233484,197.579358,54
70778,216710,397.955296,30
179474,186982,80.430337,30
167161,92106,215.698957,30
138487,2181,235.524457,24
29575,219849,265.377773,70
233485,229036,419.236740,28
233492,35611,355.954486,28
92242,41671,314.810102,40
172189,174448,663.570875,30
53962,172399,259.970968,50
209741,97121,49.061930,0
44844,184599,63.983230,20
111323,68232,305.303997,32
187400,152717,249.105430,30
4668,88349,336.681875,40
39302,219023,146.574656,60
231452,233493,250.661098,22
31396,31393,506.332902,60
233501,36790,420.745130,25
233504,35567,594.734352,50
14027,224399,560.333460,35
30828,104502,23.526901,30
168180,21718,268.338365,30
134544,65896,268.734631,42
17942,115917,866.779288,30
233507,97126,519.869890,0
35035,233508,538.226470,30
233509,76633,187.640667,28
103547,28968,255.485204,60
12048,132402,229.403599,30
95537,120894,114.408890,35
20915,24435,260.828953,44
116782,233108,27.940671,50
233510,216932,286.827689,25
117278,115499,291.674917,55
64826,97392,656.235860,40
10820,38767,22.085726,40
16780,134484,670.645856,30
233511,35344,255.626548,30
46822,154836,249.621169,30
193847,78135,102.140190,30
76360,53366,253.958689,30
24341,10757,325.054799,30
233512,233513,157.204852,34
50824,157557,671.094199,30
98130,174549,174.351160,36
41365,13390,379.057172,28
128418,119617,452.000024,0
124550,113678,149.310853,18
126683,65162,283.810752,32
118825,218348,269.365414,44
21689,208712,341.167605,30
233525,217135,254.051897,30
233528,202836,418.195909,22
51130,125755,33.558835,38
35209,156498,385.854667,40
140229,104347,270.099155,60
147370,25420,270.122600,60
194645,73720,26.602630,40
125677,23772,260.308942,32
233531,27250,171.473643,50
116981,100405,429.028962,30
45392,101387,897.889786,35
35571,112890,628.540577,30
18953,32035,44.099085,60
233533,19664,46.337658,30
139311,91748,154.852082,38
151707,80464,190.400371,40
97142,49331,829.573067,30
178573,226695,260.207870,32
233534,86315,334.604801,52
15714,13772,435.532047,34
9563,27293,288.122350,38
144642,58402,326.760654,42
233535,154463,182.780639,26
83971,77052,28.723434,42
231796,17827,771.896139,44
233558,233559,304.254910,30
199597,98840,270.849583,30
205318,148405,119.533513,30
135434,128465,367.547308,6
233560,83015,257.647185,30
80392,233561,284.500573,0
61964,191764,261.124595,44
61219,148312,224.079772,30
233562,81893,87.743864,30
198147,128304,37.726495,60
233563,82612,50.336658,40
233564,233565,153.825205,0
95866,47645,529.494837,30
52043,199393,250.452041,30
42909,11596,326.693661,40
112691,53086,775.390987,34
182785,11599,259.386148,44
233566,31489,272.364815,34
86887,141927,184.461258,30
233568,233569,347.772747,50
233570,164944,10.578284,30
21525,233571,27.089852,34
145163,211716,86.300638,26
233572,35260,677.956339,20
58807,3383,765.300844,30
143989,202413,247.211053,40
213336,214830,323.100180,30
58733,215996,133.665037,60
108145,48458,30.045990,22
233574,96572,293.551071,34
183781,57811,353.601477,54
52981,7522,37.706212,24
60401,225569,115.036247,36
128390,9053,197.143183,60
133056,35253,310.617177,70
50839,65040,237.424146,26
125165,37307,308.950817,30
145056,4249,247.444630,42
133937,233575,180.281714,30
233576,214484,390.934152,40
224162,68148,1139.452721,10
142609,76811,840.317678,30
233577,89676,915.652407,30
231270,233578,201.150039,30
105511,28902,278.988808,60
17424,70422,181.887925,0
49275,35157,802.350856,34
101163,105032,114.101592,24
233579,165079,313.032730,20
233582,175453,1080.911656,32
218722,232951,789.867057,28
166595,15432,133.519071,25
233584,66983,424.139765,0
233586,233587,1468.890109,25
54032,112100,543.328871,45
149679,233588,177.752571,28
186920,59015,19.599845,36
4275,9200,263.280720,30
119286,8706,21.632162,28
154103,31499,258.860188,34
233589,38569,52.135061,30
233593,154594,434.563840,32
115029,143851,497.152411,30
58187,114849,32.711886,0
233594,109730,475.339161,30
76700,201517,251.582522,30
233595,22841,482.045365,30
233612,213012,347.867216,0
15709,206854,59.065051,0
233613,8339,72.537587,42
233614,102140,33.121180,46
42,233615,692.989559,26
43004,30235,333.338687,30
110223,140842,325.470765,30
233616,83197,52.706988,42
233618,129141,733.606685,14
61502,233619,970.326794,60
233737,153030,791.930664,0
89046,81328,237.089128,34
233738,177722,259.911510,44
133065,48720,645.697751,30
233743,70086,467.771104,44
83983,123506,939.961837,30
12866,88873,779.919150,30
233744,40304,382.122843,50
113870,101647,213.231820,40
26840,47292,251.469766,0
233747,144483,352.266760,32
134947,38594,399.824101,20
4831,116152,362.711235,50
27804,169134,361.579571,44
150387,105764,422.400047,35
76719,82319,32.729126,20
233755,7133,442.802052,20
52907,186531,88.496407,52
87971,141363,38.156735,0
233756,206689,58.432083,0
75999,220798,297.672568,44
145080,52783,26.137279,40
56986,12457,262.202033,46
233757,206853,650.002201,34
108877,188586,465.835981,35
75276,104584,307.957484,45
152517,233758,70.436993,24
201337,16600,282.559907,36
177951,72459,557.997362,30
100466,70051,20.808559,30
16808,26924,299.945326,32
107005,70467,950.351300,24
59121,174310,261.367465,30
233759,233760,70.067969,16
153806,85594,415.353626,48
220751,233761,110.833274,22
95054,145887,343.843317,30
178460,39411,183.901344,34
122343,15635,33.269556,40
83208,156513,829.404299,28
162054,58295,233.303368,40
17572,451,460.613018,30
23052,88269,261.865195,34
39506,93416,295.289508,30
233766,70889,180.278354,22
233767,106336,899.921550,56
233768,161551,208.494469,20
25308,180846,110.594914,22
172325,79150,260.380013,30
206273,233769,16.745577,48
62373,104617,42.842352,30
233775,18304,770.630152,50
5453,154437,250.654502,30
91374,63709,220.461247,26
233776,102919,30.988651,32
180882,100066,694.778951,34
233801,51319,79.615276,14
25694,47879,255.307279,30
31700,20820,247.424867,50
233804,233805,358.041343,20
200070,3609,305.422369,22
3353,90585,460.593985,24
233806,16738,448.525222,25
80268,50933,250.585811,30
168098,233807,19.226871,30
89169,99893,229.067010,30
233809,103498,579.004783,42
46517,232833,265.730760,40
5443,85125,173.435405,24
156240,227015,260.639353,30
233898,181081,850.030004,0
475,4841,259.203365,32
153880,179289,94.455414,30
233899,82695,256.435298,30
225706,21398,107.069105,25
233900,62155,52.067505,38
172411,169041,331.892574,38
6047,57808,492.777786,44
101070,85604,50.779806,32
182711,80463,23.887293,32
1233,92242,264.347853,40
233906,233907,805.301690,30
97724,212879,745.381345,30
233908,188388,33.683271,30
233914,142573,270.346189,0
7129,173093,371.173285,30
63890,152607,15.764991,0
233915,123182,627.529995,40
233917,233918,194.965373,18
86550,203594,250.316628,30
233919,12453,33.215044,28
29647,140569,261.253515,30
107322,233155,257.416008,20
51505,15726,308.914212,34
134267,233920,692.770073,30
233923,172613,298.428001,16
233924,54974,374.766553,30
76099,197258,41.514795,16
93839,59439,260.384383,18
186581,33284,260.659859,30
233926,78051,709.752589,50
51720,42604,250.066424,48
233930,43351,518.468705,14
229792,151938,575.961876,34
8276,60131,270.531148,34
28394,96493,256.429858,22
154122,77638,69.813678,0
233932,173807,279.326734,18
1522,75302,12.120790,36
143979,55289,221.311030,38
233938,139731,141.079601,50
1900,36177,473.532210,36
57240,168337,880.629890,70
86910,50494,261.248530,34
233939,233940,43.929714,40
233941,82389,23.710208,48
115430,233942,242.715923,30
233943,50295,35.292435,60
69879,7021,108.634903,44
233944,233945,166.299251,8
100401,192942,51.082679,42
233946,58451,258.305632,30
233947,50647,41.186123,26
28875,153043,253.476300,30
87208,93505,246.395030,40
175131,31733,859.263833,30
234193,137584,1216.754289,0
34331,234194,183.484757,35
145326,202092,96.202307,35
138628,129099,259.825882,44
234195,21446,47.274196,30
234196,25139,95.496259,38
14062,71448,85.088028,42
188014,45856,238.629120,30
21429,201337,265.364629,36
234197,100090,383.147135,26
54607,197419,139.672336,50
234198,182781,174.132166,42
131598,107012,247.675833,30
82467,166902,383.205246,30
87154,26797,414.960487,32
33041,62360,275.547823,36
41625,5879,254.373533,34
14977,42629,258.245760,34
63918,69021,943.625036,30
67308,51506,65.206649,44
206127,18317,261.279561,42
234199,153670,200.174754,42
69154,51290,247.600189,35
234200,38972,899.053206,28
18161,37609,370.798108,40
73451,208718,699.778875,30
234202,61222,386.929307,25
205821,128052,227.374982,25
20756,147352,259.716127,30
234210,234211,221.593677,12
41196,119915,262.821847,30
72119,234212,267.981632,50
234213,114384,874.352789,60
87,46292,712.034403,30
43626,97661,265.404073,34
125648,232931,229.882594,38
142901,234214,439.605448,42
476,116848,412.073770,30
156227,61603,304.308950,30
103954,54406,264.971808,40
36132,106351,258.833438,42
234215,234216,256.832226,32
95017,85039,279.563086,46
234226,212291,296.888191,30
195625,110540,291.595848,38
180131,143890,160.072758,30
34921,185706,244.958101,40
77333,81285,59.510948,30
234227,149152,607.811231,66
156969,55390,259.023811,44
67405,1532,337.157536,20
107328,45341,248.800991,30
43844,191879,36.309501,30
144101,44800,270.181426,44
234239,189076,500.293399,15
234240,110409,260.063082,42
137115,122172,419.144670,36
99432,30830,678.921272,30
80867,234241,214.665236,30
177254,90737,472.539400,50
85405,183103,263.119063,34
55753,234242,322.058130,30
80231,120544,815.094316,32
234243,234244,260.378368,26
164620,234245,102.521548,20
55851,80392,569.147867,0
134215,62745,248.857715,18
38704,58517,729.635138,30
143428,234246,278.935164,26
195410,89071,67.730358,30
234250,128181,205.439743,28
234252,180826,268.570005,38
234253,58747,64.988626,0
234254,151694,112.512600,36
234255,19606,354.624377,38
142321,131517,450.474381,60
63508,142715,490.064143,30
234256,21401,174.664045,45
179729,205658,260.228306,44
234271,108145,70.270165,22
70783,176193,72.661775,33
25198,115560,491.576416,30
228722,155712,26.755346,44
234272,103010,136.071672,40
170929,15348,760.664080,30
234274,111514,465.826531,32
234276,234277,212.301314,12
121966,189263,339.322768,0
18176,79611,262.768904,44
49094,161794,265.210635,40
125700,234278,332.044851,30
234279,101130,46.343545,42
234281,50087,401.975394,28
146091,226779,340.182043,16
127904,234282,332.116828,34
138098,32732,230.456260,38
83785,90889,301.255507,42
234283,85838,248.841457,54
234311,40913,598.798913,25
86385,99137,560.120692,30
28899,136167,820.750862,32
49229,6590,722.880200,34
35765,134934,320.161731,40
234312,191982,122.598961,24
151363,62150,446.745110,50
234314,234315,206.811674,10
234316,32679,676.701383,25
234319,139805,1114.111481,34
71122,9806,284.637614,16
171420,208729,55.322179,0
7599,71504,260.564031,30
234321,190733,259.422758,44
21404,18974,731.693278,28
188597,81812,123.504724,20
234323,234324,68.404882,22
91291,69781,226.854917,30
234325,59061,951.808696,36
234326,181104,248.161986,42
36366,26952,231.099559,10
57945,6880,258.218120,44
40376,33254,254.416622,50
75136,84382,158.781935,40
65483,51896,258.729631,36
234327,119888,263.630203,30
153312,144142,43.602726,0
172303,190782,152.709340,30
80586,15787,869.197862,30
117631,109608,194.746233,40
234328,43086,259.516034,30
82007,169194,244.652542,45
127441,77507,1375.909584,18
234332,234333,166.758071,10
129659,106554,250.717667,42
178952,104345,780.025014,34
171736,25243,314.261046,34
41205,223880,267.485098,30
136332,181047,92.733800,30
88884,116517,655.609234,30
234336,2936,105.694484,60
184417,11369,619.680341,30
234337,234338,344.035934,40
64373,149267,259.904193,30
61864,84593,162.942599,40
81237,84857,154.136128,45
234340,128753,212.416724,34
146672,185823,593.229542,50
184570,99306,501.503066,14
22188,49422,22.915382,0
234341,3343,508.923429,32
127683,33624,789.660048,30
145909,196035,715.076502,34
234342,224271,36.693889,30
82533,51064,863.558806,32
197010,95252,100.021758,0
11884,131606,608.576100,26
234343,21785,250.423912,42
114892,42052,348.863401,10
234344,78273,46.253388,40
63645,39097,401.738592,34
234345,106622,45.621899,40
83954,188499,251.981720,30
115639,46893,208.104584,42
50927,14980,820.398937,32
113947,102034,48.808209,22
68337,128342,260.461723,42
74475,52922,152.618724,30
234347,89566,423.586726,24
234353,234354,308.928193,15
42862,215924,60.500865,20
234355,24128,268.881294,30
167794,47906,201.559092,36
84970,27427,260.273927,24
165400,36443,114.282785,20
63400,120172,230.651786,0
136357,197984,360.302616,30
155991,88240,296.161820,30
91475,209384,255.998213,10
23952,8193,257.778016,20
49156,115701,27.239865,0
234360,131848,305.076386,42
119563,115311,894.138267,30
234361,77356,1576.495977,30
234368,31160,496.387624,0
83875,44796,356.124130,30
103756,85537,102.102542,28
208964,145677,251.667481,30
124217,49014,27.817887,34
45044,73554,175.669794,40
5933,183185,135.877819,30
123367,221751,141.750401,70
43262,36093,37.916310,30
151546,202508,45.985587,0
218716,128579,660.652000,35
48004,97397,256.119944,35
234370,6823,41.742044,36
232586,172595,391.785177,34
127456,172653,519.342078,40
234371,158260,322.212857,34
234379,159844,311.413399,34
50521,234380,414.083826,35
49181,234381,357.030016,20
2844,16709,14.254255,30
34696,60452,43.161511,34
234388,153870,266.092905,22
234389,170995,63.797382,0
39805,193116,40.500162,26
234453,118279,421.156561,0
59360,46487,300.857783,40
234454,102445,251.051039,36
234479,97024,693.724356,34
234480,234481,92.308772,30
234482,213225,108.018251,40
77708,178552,262.611052,32
122539,64833,118.753074,26
132476,6167,258.877960,32
169714,19192,806.603538,34
41003,111089,122.363783,22
103656,234483,128.561063,64
71877,127863,261.799120,36
154082,34832,925.579018,30
166628,28307,421.291796,30
29733,97557,260.351298,40
112552,28002,277.145289,30
60941,146588,257.094015,16
234484,110165,346.173526,20
145261,115023,214.752916,16
7331,27776,286.060132,48
234485,17233,22.229401,36
80138,60489,259.092932,36
82671,172631,194.826124,30
234487,102964,743.686768,58
234490,8444,817.948190,30
83737,161042,10.672008,32
234497,23790,619.485203,30
234498,143750,541.204025,60
234499,209313,433.627030,30
54898,31060,250.525616,30
234508,99275,960.185379,24
109693,2134,76.139198,32
234509,134250,257.269665,30
234510,119701,201.685334,30
21627,83598,249.817897,30
25015,36154,267.240736,30
226645,125244,47.343018,50
234511,158376,34.855382,42
234516,65422,562.906288,16
120060,63908,312.613742,30
234532,205362,399.286995,20
147521,45172,260.921029,42
234533,195427,209.914551,20
234534,234535,118.810898,20
205290,234536,664.667220,30
91327,213016,54.494224,54
132452,158430,34.938114,30
146035,153296,274.984233,50
87409,125889,228.858117,22
223349,120780,94.993401,50
200551,169737,406.270352,30
50687,55376,330.062810,34
234538,149278,283.388002,30
160928,107725,669.598453,30
149029,76152,57.045205,30
109758,35907,218.775500,30
77181,89569,221.777117,34
197374,101475,902.347003,30
24687,194417,730.463388,28
113986,57296,248.760201,26
234546,40371,778.073167,60
102454,225705,245.329102,18
234547,164509,61.934355,32
234551,103056,131.278275,28
216211,1847,670.885340,30
114192,112289,410.612161,38
234556,4167,1930.012447,46
84562,111061,269.948764,28
99494,115415,56.352354,64
196315,15761,299.713632,40
18169,50332,924.600973,30
213710,98024,543.145539,0
190745,114680,48.715093,44
97843,54598,317.862286,30
209883,123654,568.084988,40
39272,24790,439.771656,42
81143,1376,264.772453,10
234557,56554,216.676664,20
234558,148375,40.733605,40
2998,4148,47.560109,0
234561,1373,681.817622,16
234565,234566,137.598280,30
209439,61865,238.700974,30
33887,69299,156.673729,42
234572,54634,188.862810,14
234575,164585,105.548994,14
133394,190751,250.400248,40
80228,82233,349.068025,68
234578,221818,328.259155,40
234610,16535,253.553399,38
170289,35981,260.796627,34
28687,145229,260.914008,44
5723,97799,625.142550,30
51365,88271,783.298775,40
172491,11955,219.175131,30
176884,112311,20.376171,32
234624,53586,275.297551,12
90589,234625,127.583730,0
124643,208827,440.705706,50
234626,164586,261.097100,26
234627,175302,285.314997,40
116005,189288,198.734802,24
234628,8234,300.933545,30
164896,171064,379.694227,30
46853,54777,498.213190,50
3223,49267,263.351224,70
30936,195865,49.404323,48
193725,157793,240.355613,30
234629,42001,839.966499,30
180441,16620,80.365443,45
234657,228856,428.647628,20
234662,10734,1235.890861,36
53513,105664,367.322956,30
145803,54266,174.962925,60
151984,76632,87.309727,34
234663,162320,267.072106,18
44742,25451,249.986247,38
1912,23757,234.607898,45
234667,234668,265.677019,18
234669,52496,670.657688,30
23905,11936,259.153673,50
83210,173102,250.413788,32
87423,127951,415.784933,40
22715,145398,259.461839,26
53050,24301,191.941003,28
234670,180846,215.733622,18
183873,234671,260.384927,24
151612,162135,127.374189,42
23778,78287,770.506867,24
208719,185984,154.769232,50
95504,168693,257.202654,26
234672,105314,124.539081,12
167801,234673,342.190553,28
29759,88492,496.488219,32
89804,48913,204.678513,44
38362,234674,126.962930,44
37421,21550,341.851503,30
143267,103372,260.387562,48
50930,234675,265.786597,15
234681,35129,510.601626,30
52106,33786,284.260887,50
234682,234683,311.567175,28
3434,108618,264.924665,38
234685,234686,214.852047,10
234687,19369,242.165960,30
234689,234690,92.566379,0
75381,25784,260.386266,40
10072,42863,849.521450,30
128575,15932,259.889312,30
234691,173918,203.968757,30
117132,50765,185.764335,30
27697,141784,298.016316,30
234700,234701,1413.327309,34
118104,151362,262.483077,30
107416,22367,37.675953,40
213711,233559,548.974697,40
44410,77275,398.076979,42
99731,15789,713.716507,30
76290,91441,295.019671,36
234702,179378,138.589466,28
118034,220706,36.457017,60
80962,97634,249.875852,28
92915,88086,249.602029,35
234704,142249,120.890570,14
196966,217795,144.602721,30
234705,56137,781.486191,30
234706,234707,39.198407,30
77871,15914,241.456774,32
234708,234691,246.302409,30
68206,28446,690.041825,30
149219,54441,209.683546,30
234736,108666,93.376024,20
234741,97660,669.912876,28
50780,43448,260.553666,44
64869,156807,776.351764,32
82325,191031,25.053486,28
234742,69850,450.930229,24
19902,179772,354.339427,60
214248,146095,49.980170,40
65937,225192,33.783007,30
234743,20563,158.606814,26
210602,30958,318.900861,60
145673,44918,129.272502,30
23463,186869,374.175857,30
192266,234744,285.686256,0
82893,35035,545.702715,32
234746,112298,242.949378,0
124435,234747,96.926196,0
78428,46298,266.086637,34
217583,63240,48.173503,16
119914,20330,294.430406,38
190781,234748,229.971675,0
9542,162538,257.477524,30
42558,78321,170.092119,30
6152,13552,144.220257,34
78500,34168,290.758648,44
234749,43092,606.412060,40
49394,213688,70.162666,20
234750,128316,770.834736,32
93705,141033,581.816131,30
234751,38668,789.519028,60
138393,83718,269.999966,44
234752,23614,29.257846,40
123507,19583,260.228517,42
208953,139635,829.904999,32
61516,102442,270.181789,46
22812,141696,299.211254,28
234753,92825,83.503811,25
30964,27218,275.637832,70
54547,89479,262.222845,60
12324,179199,333.190925,36
234754,183043,35.795904,50
234755,40244,684.092773,34
234756,112130,794.505363,30
44976,16758,346.914974,60
19527,115004,285.356288,58
98942,222716,358.901092,30
98533,51743,256.138578,34
234757,28283,296.782943,14
111512,168093,100.292660,0
104200,171584,255.154135,32
77027,175430,260.092615,50
11852,234758,125.949357,30
192126,132420,176.565510,60
234759,76419,54.456367,32
234762,227917,445.973987,34
113212,161717,220.365821,48
85401,63767,820.132048,32
234766,234767,721.566115,30
169409,165076,19.352000,40
234777,72866,2283.363305,28
234779,3407,711.934682,35
234780,100673,128.401965,0
19409,71905,184.119791,40
234781,7206,711.942291,30
97096,82804,189.562197,30
167842,89921,403.894843,26
216693,119052,547.299615,30
234782,88299,383.456940,30
234783,234784,281.172259,30
210944,143151,140.067048,42
234785,195622,37.478996,0
19878,157715,420.440466,28
31356,129532,278.353910,34
164012,33962,271.524247,30
234787,234788,224.837735,24
224486,39521,896.147515,0
232418,88455,563.183013,45
173824,8901,197.232090,44
234796,65104,680.315173,34
162136,136438,440.050211,40
234797,83175,30.196507,50
17001,25309,259.434483,42
36616,67700,57.698394,44
162059,1210,879.383057,30
216281,48109,19.682345,60
70075,5192,604.724434,60
220687,208040,28.702408,30
234798,79875,55.796551,0
23569,73162,260.956013,44
58436,97123,250.033990,30
234800,34205,91.396057,14
199883,125401,427.277693,42
187397,113671,262.620575,34
49353,55000,246.669062,26
60788,83714,270.239977,30
11170,63414,111.659143,30
8868,84146,559.726438,30
234804,234805,151.323461,10
20918,59004,550.778086,36
97009,234806,140.266486,36
16280,59404,183.845606,38
64615,64201,599.643928,30
11590,234807,99.707488,25
24783,81067,318.094529,40
234808,193754,910.986410,34
35442,83734,431.167567,30
103851,234809,132.418602,30
140235,234810,114.247104,28
68232,884,133.667440,22
148046,200761,208.368130,40
47760,141780,165.499989,15
81809,137212,243.271684,30
79111,170888,250.776387,0
234811,161040,293.444593,34
23619,234812,214.942425,18
153346,87416,769.955257,22
57906,54193,272.517227,52
96994,194909,82.801668,24
99829,4744,325.655707,30
26819,90255,246.118085,22
23013,74393,300.029683,30
133851,201473,430.274628,30
105795,23372,108.283101,30
234813,90047,38.285826,0
4352,36030,259.680172,40
234815,123362,79.241376,14
116271,105188,47.343332,50
234817,142605,655.616913,0
234818,21449,479.255241,12
234819,72533,263.075911,35
132120,4795,320.767270,16
77244,5245,642.770061,30
20283,50859,406.622056,50
234830,211757,852.292826,30
18135,118027,243.724888,45
32142,127858,539.596278,30
22856,14929,140.485325,30
96850,33323,26.640469,0
112938,164706,148.739012,60
229942,36636,516.387719,18
20558,97073,172.175714,46
46300,234831,517.639891,48
234832,213161,56.131135,50
56737,134608,259.671805,44
122851,56115,251.888924,50
234838,232243,374.915539,48
27528,205950,674.212312,30
59011,83751,241.657508,28
139091,72110,648.033619,30
234841,19951,90.541705,0
24527,234842,449.209633,26
101121,137950,163.804531,25
234845,162005,437.367724,15
168743,202094,900.678666,32
234846,54248,114.849496,24
135228,76284,871.297146,34
181938,51412,256.191979,40
33992,23647,427.057090,28
234847,69843,544.687024,32
234850,234851,90.324570,26
71149,91205,249.855287,30
234861,186980,1085.255111,24
234864,63231,262.602707,40
141207,173994,259.486025,30
41463,167045,681.843574,30
234865,207408,213.591004,30
35474,44009,512.666534,40
109580,135545,544.610718,30
67053,234866,266.252888,44
134267,234241,255.009767,30
29999,83724,680.947362,30
83591,31275,111.416593,18
234867,38833,795.083144,30
234868,134413,100.787107,10
55307,7247,81.100185,50
133234,32400,269.647843,40
234869,126565,365.144616,30
49949,57846,779.477360,30
60132,68797,920.190725,34
202580,44805,216.301221,30
234873,13081,567.703641,56
234874,44447,920.078250,32
234880,234881,116.774245,18
187426,81758,936.740349,30
234882,101973,340.376073,30
71237,72821,157.726746,30
155669,149407,145.461075,36
171178,63281,42.880089,30
185114,50525,1040.449104,30
76905,232457,248.194956,46
234883,93584,153.601181,35
137949,137633,353.855152,60
41011,131806,36.638524,40
234902,12270,359.470294,40
90880,35580,653.158600,30
234906,58154,289.864722,30
69719,173886,41.957839,34
87283,3837,312.950864,32
234907,154593,62.437874,0
234909,75309,223.005634,72
9,177378,259.920342,30
234927,184002,1626.210120,26
86689,234928,179.346960,34
234957,234958,272.496172,36
162537,95092,46.953589,40
234959,136769,40.701102,30
234964,77468,111.735359,15
170016,2964,197.560051,70
234965,36785,441.752596,28
234974,172028,42.498133,0
97080,56995,252.226963,30
234975,234976,434.901968,30
26953,90486,563.364916,6
111923,213223,196.318444,30
234977,3722,269.718059,20
78269,80105,259.750794,32
152292,158825,880.539843,30
75450,59650,36.558985,20
52560,52060,134.179222,0
234981,63918,265.444013,30
234983,144389,607.761313,10
100966,217984,269.224004,30
234984,71507,101.367649,10
76570,161046,43.632823,42
163178,4275,260.474421,30
225303,49939,100.657013,70
111271,62741,616.322042,30
234985,61372,256.970739,32
5711,125073,679.456012,30
30947,23655,1045.998661,30
32913,87473,351.085468,30
99454,19991,108.256470,14
226644,189086,328.277959,60
158224,76520,41.091814,34
217972,7614,598.058900,30
229760,1841,243.928331,30
153042,218633,162.875665,30
199806,125140,867.051603,30
110373,95531,674.600754,30
130820,159526,246.392532,32
31545,19702,180.303526,40
41196,86574,447.655312,42
230928,234986,101.324646,15
152764,156750,260.850106,30
234994,91356,1058.700367,15
82983,148263,546.183291,32
140405,52905,279.461111,32
24582,105858,262.615662,32
7984,90746,84.979864,60
19769,234995,218.423017,30
99147,120503,819.553428,32
18723,193850,362.878448,32
54319,234996,223.616810,22
63662,158373,669.878016,30
234997,158591,79.648388,30
115608,97557,680.017393,28
12973,100353,19.603444,22
131410,165329,439.566617,30
217776,82819,355.203042,52
68759,164897,511.336787,30
140420,136696,509.484602,30
109491,54559,260.070019,24
120660,127893,500.780612,34
37425,109058,43.016400,30
87305,158144,104.205421,40
11185,119356,107.959202,48
71523,131295,456.865054,32
235010,1852,235.110934,22
235011,60464,29.967700,35
18368,235012,259.752886,44
83616,20647,219.923224,12
117149,171963,34.386147,20
235018,70853,398.642463,16
47776,18889,1058.671830,62
180646,206844,499.699784,28
22612,85885,116.742851,22
235035,40147,255.402501,70
36726,9388,721.948661,48
235036,122778,133.633330,22
3015,160468,510.151203,30
235037,82797,40.852241,30
25882,16243,255.635391,28
110840,235038,100.581611,10
235039,99502,248.506285,30
235041,203465,223.195292,24
91262,23408,604.424671,30
49423,142268,242.932967,32
235042,67362,504.472019,24
60748,29629,323.901514,60
235044,214442,290.360344,24
235051,207442,1038.953685,15
235054,235055,593.768291,56
102038,186706,397.511837,28
177688,115505,260.630681,60
149548,14414,182.250199,20
120003,235056,858.433661,30
35985,22838,443.140979,30
105808,25704,260.540740,42
235060,40957,122.277502,0
137651,16809,318.987443,35
235061,182762,260.877698,40
123148,92043,40.952428,0
28366,1964,268.912161,30
74548,81644,256.390912,34
235062,9936,69.470994,30
142824,24733,680.511495,30
75289,150488,259.767976,30
142344,235063,386.302330,30
235064,88055,29.072826,28
235070,41821,793.736646,36
1885,11199,610.535699,30
187950,235071,45.249224,0
163714,45955,48.381109,46
189481,69425,259.632292,44
41970,235072,84.505843,26
107319,69840,258.366943,60
29765,159418,510.743504,30
186443,128780,25.481926,40
120166,8814,764.309988,50
22907,43496,262.913854,50
191654,115613,779.553404,34
16639,167841,251.482141,34
31227,235073,356.127049,60
137812,87182,28.329276,26
37879,11549,392.034535,60
105156,53475,172.854694,54
131249,127808,254.867360,35
235074,17317,413.287225,0
235101,214070,152.926311,0
70835,148178,83.871012,26
235126,203403,516.401860,35
235131,60191,338.651903,32
152471,68115,262.245022,36
165097,122145,180.910499,18
235141,76388,482.113207,8
235142,1640,313.775934,20
178736,14982,57.892150,0
235143,60780,233.494289,40
48344,87118,33.602215,40
20310,51856,741.136539,30
3390,73204,54.256170,30
83078,81399,523.143437,0
159566,164711,257.946681,30
235148,235149,158.465627,30
235150,139238,460.390091,50
122150,40917,189.372380,44
235151,82551,27.443523,28
36671,153719,301.491353,32
148140,18760,250.560764,26
5685,97405,511.531307,30
116929,228768,278.099289,26
107012,144278,251.361372,30
235153,109522,499.574845,30
83554,41513,281.548543,60
