na,nb,road_length,road_width
9128,90276,135.561756,60
167727,167728,98.253447,26
54013,110503,325.712868,30
167739,99517,1178.058178,46
80597,107872,260.161073,42
167740,167741,480.589058,30
33200,113310,78.027610,18
152254,74822,598.608980,36
98980,167742,273.326933,6
167752,138098,1051.033121,38
50760,163719,298.435593,24
165170,124298,252.751845,25
47793,161653,86.843477,30
167756,6302,554.725061,30
167760,122581,827.008766,38
142033,124551,498.880096,34
146299,151634,713.931202,30
167764,163418,567.185977,52
65577,77268,855.841727,16
43354,167765,141.177180,30
167769,103767,225.683259,40
167772,66824,269.171252,0
167773,167774,462.364263,30
114135,167775,244.054484,50
167776,46216,370.027632,46
116180,167777,49.008564,28
5243,25829,198.779626,32
20116,14163,300.047148,56
49268,167778,539.577838,38
37062,167779,368.184856,32
77590,81727,124.715348,42
167782,167783,305.651187,40
167784,38555,607.510131,30
41799,2184,259.606991,45
42545,167785,262.042052,34
54666,136945,260.820065,40
152303,85031,325.883816,20
71468,33470,930.858176,30
144182,34918,305.925097,16
58327,134607,436.072047,30
89916,162043,42.522032,30
167787,39650,126.577259,35
112251,141546,281.332836,74
167788,67037,9.848450,32
165401,87472,192.999436,30
145685,97168,674.166081,30
82443,49448,265.265291,40
82560,33753,256.118113,46
167792,116741,463.517065,14
158805,167793,260.711669,42
167794,167795,34.595242,40
167796,140725,774.835230,30
9134,48131,19.587036,60
135620,84326,293.147777,24
167798,167799,805.378446,60
159011,15734,185.301152,40
167800,167801,162.033555,28
162121,65795,260.512017,36
21493,167802,26.841545,40
137410,50361,275.730942,56
167803,4289,13.917871,0
157710,167804,39.263222,0
167805,23765,32.141033,40
79679,120591,146.661666,48
53839,56024,81.812948,26
25740,101436,39.552224,32
167807,167808,496.038856,32
167809,17825,771.069546,34
126649,42041,396.808849,30
167810,40691,196.667140,42
167816,93190,516.730585,35
30886,66522,439.311478,30
153285,167817,205.922458,32
9408,115541,291.536992,54
161045,28598,372.742817,20
142653,95856,261.533241,44
167818,167819,62.065407,16
167820,101655,260.585585,44
35672,158654,52.104111,8
141756,117195,264.099118,30
167821,167822,90.340885,36
167823,167824,325.541243,16
167825,167826,279.860471,60
167833,167834,152.162918,30
90838,49754,263.872737,54
165317,135500,354.498322,38
167835,167836,262.050006,30
167837,145863,265.857073,60
167838,167839,265.419610,32
161765,167840,22.645451,42
167841,167842,250.143817,34
67267,72195,192.853513,26
120626,126117,243.098831,30
167843,56686,260.530096,38
167847,140605,302.433925,54
51922,50358,22.747778,34
119562,167848,596.400700,30
80623,90690,703.587851,30
167849,19466,409.131659,60
167850,167851,201.375851,40
91887,164434,462.468412,42
167852,167853,243.997854,30
142830,167854,153.340605,34
167860,100747,927.612159,32
167861,154298,612.093156,26
167862,32932,628.301426,32
91650,92654,45.192545,24
167865,67186,340.506841,20
135906,30597,939.577685,30
161402,33171,252.542006,52
167876,101408,964.946749,34
124938,63479,260.459065,44
167878,167879,300.412038,30
167886,118666,390.886888,20
147523,5479,300.526403,20
81355,109423,760.136499,36
143992,1090,779.921032,60
167889,76464,927.708537,34
167890,35333,220.381536,60
38584,57918,853.462572,34
167891,167892,559.134658,42
167894,167895,686.195712,30
122923,149822,182.772338,30
167896,97199,288.985484,40
97369,37064,78.099365,38
167902,167903,181.058273,20
167904,106983,281.051780,48
62501,51623,203.127687,32
34764,40693,217.623559,30
167910,167911,519.054339,20
167979,167980,404.190103,16
168000,167980,143.971432,16
168082,166048,417.875347,16
87952,23570,260.055148,30
153873,11644,617.951278,38
20401,125946,755.238353,30
56001,87560,36.878198,30
168083,168084,130.016198,28
168085,116746,244.526802,30
149155,148203,477.595266,30
91922,168086,279.941960,50
106744,163729,375.866401,30
66711,31655,46.601680,30
106376,107731,127.006586,42
79619,97327,121.037214,26
168087,168088,177.905969,34
168089,149827,483.933771,38
67970,168090,282.401941,25
67191,168091,496.434527,30
162043,27584,170.110578,30
149606,21743,842.158596,30
168092,115773,43.747996,30
95034,57216,335.225605,30
168093,140406,589.177462,30
163523,143573,675.574863,30
37211,27647,570.447008,30
168096,168097,411.542227,30
8742,41463,680.961175,30
168098,102430,162.613121,30
137113,48685,250.119464,30
63771,168099,90.953077,60
168100,27110,1345.904607,30
75282,168101,260.344058,52
168107,69891,1002.846494,18
168108,70729,36.309677,30
168110,168111,259.514105,50
89571,148206,255.954983,34
168112,132423,69.617029,32
168119,53935,954.967553,28
99739,115703,121.833878,35
34588,23927,250.994210,35
2183,112344,333.749455,40
63539,75022,255.821305,30
159526,168120,283.742090,32
168122,29310,320.306133,35
114156,58903,700.681244,68
165318,71642,269.121839,50
20815,17867,254.092064,30
62167,161404,580.847924,34
140130,76033,272.549888,30
168123,168124,182.353973,12
13546,59416,662.567536,36
168165,168166,586.807226,0
168168,48108,533.956139,30
168169,77741,58.304455,35
168171,64839,598.303238,50
116692,37590,261.082515,48
168172,81874,285.676478,30
168173,168174,197.519856,28
168175,168176,349.565712,30
163300,36665,17.666499,40
56135,21540,305.384314,60
78362,44821,170.313700,30
115395,101412,236.582455,20
140508,77360,153.823769,25
117233,144386,690.464910,30
168177,61203,262.320904,44
65462,147858,270.574018,40
168178,168179,398.644510,26
100711,168180,772.242644,30
101850,75301,266.004299,40
41401,55700,692.908882,54
168181,141416,259.364525,30
141767,55761,860.451062,30
99559,129563,270.745257,38
168182,5212,31.241626,32
168183,168184,317.772804,30
61939,118729,260.683862,30
168185,91628,132.399569,32
48155,102462,139.594411,13
168186,168187,260.871507,44
70416,15881,294.636146,30
113822,45198,46.031770,50
73531,82982,260.157988,40
38644,63088,575.274813,30
84380,44541,260.022468,34
84830,64867,228.343676,34
141783,140588,300.488976,30
130233,168188,259.781766,30
41191,168189,57.111980,18
168267,168268,428.896635,16
97103,9090,238.323888,34
168269,9830,42.673688,30
6539,168270,253.527494,50
168271,137810,421.771703,28
114146,23255,277.183412,42
168272,165181,19.915784,30
168280,168281,1431.212725,20
26361,168282,48.630743,50
107402,142083,295.274392,30
37631,82131,249.894343,32
168292,152781,913.834029,34
2237,93883,779.773455,30
90954,168293,566.972859,30
168297,47874,559.896353,12
48840,32498,306.164361,50
168298,100367,385.169467,24
168299,55683,156.700667,30
160997,103309,198.870106,42
58927,111324,674.366974,30
168301,168302,102.399093,34
18964,43100,249.940409,50
77517,56135,287.169363,60
87458,145068,614.647687,32
937,79558,418.508573,32
41343,42459,260.218933,70
153834,168303,480.823735,40
168304,133053,291.565919,44
166662,168305,507.530045,30
34734,16511,157.210521,30
168306,1886,263.613864,32
168314,10999,269.553574,18
168315,142380,260.376677,48
40254,168316,279.062931,35
127637,168317,244.462228,60
168320,53636,259.535558,44
168321,168322,287.085012,36
160021,1023,259.605099,35
5259,159335,530.189527,18
149618,168323,70.899181,15
168324,83004,37.017086,24
25759,21229,246.195386,64
168327,84267,360.189738,50
168328,168329,641.085059,22
168330,168331,459.040327,20
168333,81645,770.785611,30
34838,168334,268.870673,25
168335,155409,510.182424,30
122947,168336,59.720967,24
168337,140712,616.708659,70
168400,168401,163.687000,24
168402,53602,210.498148,30
168403,8378,511.949685,40
168404,58808,265.552735,44
168422,125480,761.928582,20
168423,168424,130.774843,50
168425,19695,21.738772,28
124968,86590,260.422253,30
130123,159077,344.966902,40
168427,168428,189.110089,35
168429,107871,261.055157,42
143557,7726,466.610082,30
168430,168431,88.823617,22
168432,168433,39.613193,40
20325,88387,211.288986,24
168439,6089,124.059474,8
168440,168441,271.077678,30
14180,25484,251.033200,50
142741,13840,268.725709,20
168442,168443,80.231606,20
168444,168445,95.805288,15
16623,60738,147.309133,48
65994,76105,47.092119,50
819,42908,176.743962,40
57942,47786,899.595133,50
117198,65180,397.962367,30
13545,123512,282.994471,70
168446,146654,458.765221,24
168447,69736,236.038344,18
809,53044,836.010021,28
55973,17202,260.260694,70
168448,118102,384.627623,42
104037,19550,61.320201,0
168451,5739,299.441282,10
106786,115020,259.969787,30
114891,164914,476.960348,30
47472,168452,176.839913,40
82913,47450,407.473842,42
140643,158005,265.590831,30
78148,164511,142.006003,30
6660,98702,84.597203,40
168455,168456,208.455684,12
168457,168458,45.075785,60
168464,168465,780.190070,16
168478,125765,1275.781548,35
48482,168479,724.325179,0
124261,168480,332.339761,58
168481,60056,702.149692,30
104410,142901,254.918267,42
168483,168484,126.942317,8
168489,157049,334.561110,30
168490,17042,780.413980,30
168506,168507,1791.934576,32
168508,62179,624.227604,30
60607,15226,254.584451,30
33389,168509,162.338742,12
168510,28644,282.002725,20
72296,58998,269.658769,30
168511,109266,501.925375,30
113694,138628,280.053693,44
168563,138487,795.318093,24
76318,168564,249.476579,38
16486,168565,267.203934,30
36693,59111,265.936954,70
166424,168566,102.136790,0
54636,82773,112.235244,14
168567,6464,476.080641,30
168569,150235,138.639315,62
12148,74119,150.400455,22
166664,13620,679.907913,30
120179,69468,73.917657,34
168570,168571,117.348958,52
71259,24589,74.822317,0
119348,35439,333.834325,30
168572,168573,92.048813,30
168579,45352,307.815347,32
58721,83787,540.083713,30
42637,12415,260.445797,30
29316,78961,25.586179,30
48997,143160,592.288432,30
168580,58524,350.024704,30
73309,168581,316.620604,40
129555,168582,251.417731,32
13085,168583,126.740200,20
168584,117805,250.005566,28
168585,24361,295.760762,60
30220,168586,36.725399,50
168587,131404,41.781079,40
114316,20554,776.911135,50
49827,84853,270.223672,50
117612,9389,265.949252,36
168588,168589,427.291670,20
100738,32093,185.082003,18
110533,19979,753.478161,40
168590,168591,918.138658,70
126176,163446,270.209521,32
168604,27295,224.892367,0
45355,20174,260.034442,44
81969,81905,125.173255,30
168605,36099,391.924902,60
132681,113673,125.164014,32
58587,44425,708.169681,50
113327,74687,249.978389,30
154824,141452,322.089322,30
37221,168606,348.755250,30
36367,28438,185.939439,26
168608,125235,155.419804,16
64649,152424,220.129246,60
162060,131717,518.107984,30
79115,168609,194.997961,34
168610,168611,208.758853,56
168614,168615,164.122376,12
152055,66329,780.115593,30
6525,14872,625.425618,30
168616,148916,344.475109,30
81129,103728,194.439917,34
77233,74543,86.901075,16
168617,142691,248.183363,18
58134,159288,244.693436,38
157244,73952,38.514787,30
168618,151741,249.833411,24
155511,125958,20.834707,20
168619,20740,73.133220,0
168620,148596,334.011757,32
52032,23589,558.182256,44
112279,85547,252.136295,36
168624,168625,274.576151,48
50298,168626,49.587756,24
525,39181,151.782989,48
39471,113191,230.803528,36
21236,27696,32.307387,20
129110,168627,600.241464,30
93862,168628,839.945544,44
32387,67536,266.651380,52
56708,45998,252.363002,50
168634,74122,842.658658,0
14408,122519,779.668946,42
168635,6022,243.752530,32
93126,168636,250.392823,32
168641,8379,279.640501,40
28406,168642,670.533796,32
90520,168643,306.035125,30
87450,73706,97.882382,24
168646,73400,175.338682,32
168647,8825,265.467164,14
155949,9420,256.246429,30
143694,26818,258.133698,22
168648,81992,643.624774,30
101618,35730,84.816053,30
168649,24042,560.295898,33
168651,136408,201.411198,36
168652,45067,283.769857,42
1445,168653,780.143319,0
127173,66823,36.611664,40
115607,35901,790.261622,26
101570,7986,759.901834,30
168654,67351,506.334770,30
168655,21725,265.466928,30
168656,168657,310.705250,34
28294,83625,94.214055,34
103325,19987,778.330710,30
61940,168658,260.073866,30
49858,168659,259.878046,44
43827,131171,194.573674,30
160986,168660,779.755703,28
168663,168664,200.361574,16
95228,168665,236.491289,20
63775,131982,250.678924,30
165340,158381,323.590799,30
55643,797,263.986794,64
168682,102065,596.736119,30
122087,27119,779.108061,50
32598,168683,261.496917,44
168684,91128,136.539717,0
40369,168685,503.658087,30
71158,61097,122.791581,30
91255,133410,65.690607,0
157449,111588,243.879259,32
41990,1982,348.535449,52
168686,141844,553.722027,42
168690,89908,809.018355,30
83841,168691,743.326688,38
168692,168693,101.213437,40
168698,168699,1276.374294,22
168700,46267,325.384042,32
168704,1250,267.589930,34
168705,168706,22.835537,0
168707,162881,345.313246,15
168708,91888,92.463834,15
168713,168714,199.829047,20
53301,53,249.145553,30
168715,65566,59.105454,60
63779,117171,638.343371,30
161716,50933,479.905053,30
52954,49937,60.479382,70
168716,7591,48.201037,44
168717,146665,656.352328,40
103704,168718,338.824936,80
168719,168720,200.092950,26
166409,93560,342.614210,28
37609,27519,458.263735,36
74161,142771,301.823321,32
161581,168721,666.531742,30
147482,168722,117.633851,30
168723,73332,275.902897,20
143925,86244,248.778872,36
104587,59037,70.999446,30
168724,128875,434.254885,18
168727,35874,245.399975,12
134171,168728,593.717071,38
153679,168729,26.445993,50
168730,122066,373.334049,30
168731,168732,665.154875,50
123167,166602,516.895466,42
15945,147573,299.225295,28
168733,168734,310.458496,15
97631,127201,175.546084,60
88067,168735,242.867005,30
168736,138316,285.727003,44
55518,73865,652.789738,30
35484,168737,413.190982,30
136267,93186,564.676990,50
116147,168738,63.454090,42
128072,138479,136.654352,30
73502,20999,32.332703,30
112553,168739,368.192597,24
164472,72948,714.623871,42
102277,107150,47.327313,48
117651,5177,155.351538,25
167701,168740,211.600963,30
168741,50584,42.590866,40
168742,159331,263.491677,40
168743,19538,277.830910,70
106261,59532,262.564490,28
67350,21764,332.286637,50
17525,9338,42.232978,34
55289,12822,247.133127,38
168744,152715,47.045841,34
168756,168757,1421.383949,32
168867,111859,442.086302,0
44939,42997,249.062710,30
105807,165018,260.883906,40
24296,168868,257.429060,70
101755,168919,1026.474448,32
168921,76704,191.746061,0
152729,34492,522.044952,35
146062,159076,23.011101,10
133411,168922,211.753682,18
99219,132711,93.149668,50
168923,95751,97.070494,70
168924,168925,650.467823,30
168926,75038,709.140648,40
168927,159249,18.185204,26
122623,168928,733.925867,35
168931,140229,258.545518,60
168932,889,332.940845,30
168933,105863,50.435634,48
31608,111408,127.544404,68
168934,38365,70.235676,30
20355,90901,112.195864,44
168951,28008,411.768953,34
117947,168952,286.202718,30
35604,168953,70.869154,14
168960,168961,759.356028,34
109424,168962,345.791650,30
168963,29135,763.325751,30
168970,166273,670.701722,50
168971,100540,424.276690,18
168972,168973,431.060590,30
168974,168975,250.241868,48
105087,150646,674.699536,42
52893,121352,258.127954,54
168976,160638,254.144249,30
158271,85592,307.136734,44
168979,55992,435.292247,56
121848,16265,15.495995,44
169003,57373,622.369298,24
100015,30831,182.804936,50
38321,169004,286.943144,32
169005,43945,21.728099,14
23909,155435,353.662781,0
15153,4426,26.122974,40
128477,104211,264.930116,30
50488,169006,276.781741,42
169015,29953,1098.673867,20
52497,81991,645.861314,30
8616,169016,183.785654,24
68564,159244,641.297235,44
169017,3656,299.051261,34
169018,169019,123.754773,26
169022,40860,415.110233,16
169023,151694,40.541014,34
43824,42491,247.926287,70
169024,169025,459.223851,30
50991,50007,560.692978,30
169029,163941,200.451756,22
169030,105935,33.134516,26
169034,164620,167.318901,20
169039,168097,455.323900,45
106299,158468,86.716631,16
74634,169040,82.222363,22
169041,154112,147.697997,38
26364,169042,264.760950,30
55067,169043,249.813942,30
5486,61938,259.824937,15
84585,75253,244.813977,34
41814,142756,280.972169,30
83111,169044,268.689833,12
39331,143920,830.262794,44
169049,169050,341.583124,34
59632,13063,6.250251,0
169052,49431,197.021152,0
42211,3331,610.660247,30
169053,81831,78.103228,32
9873,19152,295.331857,30
9929,49375,99.192365,25
64229,156482,251.034669,24
169054,54534,269.181722,25
169055,70081,186.991917,20
169062,108348,722.456634,12
164464,59612,259.505274,45
60394,77740,300.677945,44
47111,146930,164.348059,32
69461,169063,358.262246,30
169064,35835,221.709780,30
42723,102438,789.304137,48
156939,169065,111.272285,36
166603,85535,31.513031,32
27291,169066,76.238959,0
169095,160456,222.788841,34
